,,,,,,,Public Integrity Measures,,,,,Fiscal Openness,,,Citizen Engagement,,,Procurement,Access to Information Mechanisms,,Open Data,Elections,Justice,Public Services,How is it Done?,,,Who is Affected?,,,,Sectors,,,,,,,,,,,,,,Mainstreaming Issues,,OGP,Sum,Line Ministry Contact,,,,Working Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1,Uruguay,12.2 Diseñar modelos de simplificación de trámites,"Durante el 2012, además de identificar los trámites de mayor interés para el ciudadano, se diseñarán modelos de simplificación de trámites y de indicadores que permitan seguir el proceso de implantación de los trámites en línea. Al terminar el quinquenio se pretende acceder al 80% de los trámites más utilizados de la Administración Central en forma electrónica.",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,1,12,0,b. medium,2,1,1,1,0,0,1,1,0,1,1,Pre-existing,1,Transformative,3,Clear,2012,2012,1,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Further work on basic implementation,1,1
953,1,Uruguay,13. E-Fondos Ciudadanos,"Los e-fondos son un mecanismo de ayuda técnica y financiera dirigida a organismos de la Administración Central para el desarrollo de soluciones de Gobierno Electrónico. Estas soluciones buscan innovar en la relación entre ciudadanos y la administración pública, aprovechando el uso de la tecnología. Los organismos responsables son: Oficina de Planeamiento y Presupuesto, Ministerio de Economía y Finanzas, AGESIC y organismos involucrados. En 2012 por primera vez los ciudadanos podrán participar proponiendo trámites y servicios que quieran que estén en línea y las tres mejores propuestas serán desarrolladas.","OPP (Oficina de Planeamiento y Presupuesto), MEF (Ministerio de Economía y Finanzas), AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento)",Organismos involucrados en las ideas seleccionadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,13,0,c. high,3,1,1,1,0,0,0,1,0,1,1,New,2,Moderate,2,Clear,2012,2012,1,c. Substantial,3,d. Complete,4,1,behind schedule,1,1,1,1,Further work on basic implementation,1,1
954,1,Uruguay,14. Incorporar ventanillas únicas electrónicas,"Para contribuir a mejorar los servicios prestados al ciudadano, esta iniciativa plantea la simplificación y unificación de procesos, de forma tal que el Estado se presente ante los ciudadanos de manera uniforme y como una entidad integrada. Los organismos responsables son AGESIC y organismos involucrados. A lo largo del quinquenio se pretende incorporar y mejorar las siguientes ventanillas únicas centralizadas accesibles por múltiples canales; entre ellos web y móvil: Ventanilla única del ciudadano, Ventanilla única de la seguridad pública, Ventanilla única del comercio exterior, Ventanilla única de la vivienda y Ventanilla única de la empresa.",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),Organismos involucrados en cada una de las ventanillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,14,0,a. low,1,0,1,1,0,1,0,0,0,0,0,New,2,Moderate,2,Clear,2012,2015,0,b. Limited,2,c. Substantial,3,1,behind schedule,0,0,0,1,Revision of the commitment to be more achievable or measurable,1,1
955,1,Uruguay,15. Portal de Estado Uruguayo,"Guía completa y organizada de trámites e información del Estado uruguayo. El organismo responsable es AGESIC. Durante el 2012 se realizarán campañas de difusión a la ciudadanía en medios digitales, manteniendo el fuerte compromiso de maximizar el uso del portal y continuar aumentando el número de accesos al mismo. Se continuará ampliando la cantidad de información disponible agregando nuevas páginas que integren todo lo referente a cierto tema de interés. Se incluirán herramientas de participación ciudadana que fomenten la interacción con la ciudadanía. El Portal del Estado será el punto de acceso al catálogo de datos abiertos de gobierno del país.",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,15,0,a. low,1,1,1,1,0,0,1,1,0,1,1,Pre-existing,1,Moderate,2,Unclear,2010,Not Specified,2,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,0,1,Further work on basic implementation,1,1
956,1,Uruguay,16. Sistema de tramitación de pasaportes comunes en las Oficinas Consulares de la República,"Se planifica cubrir el 50% de la red consular para fines del 2012, y luego continuar con su implementación de forma progresiva. Los organismos involucrados son: Dirección General para Asuntos Consulares y Vinculación del Ministerio de Relaciones Exteriores, conjuntamente con el Ministerio del Interior y AGESIC.",Dirección General para Asuntos Consulares y Vinculación del Ministerio de Relaciones Exteriores (MRREE),AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento) y Ministerio del Interior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,16,0,c. high,3,1,1,1,0,1,0,0,0,0,0,New,2,Minor,1,Clear,Not Specified,2012,1,c. Substantial,3,d. Complete,4,1,behind schedule,0,0,0,0,None: Abandon co,1,1
957,1,Uruguay,17. Convenio de la Apostilla,"En 2011 fue promulgada la Ley N° 18.836, habilitando el ingreso de Uruguay al denominado sistema de la ”Apostilla”, en virtud del cual se elimina el requisito de la legalización diplomática y consular de los documentos públicos que se originen en un país parte de la Convención de La Haya y que se pretenden emplear en otro. En octubre de 2012 el sistema estará operativo en Uruguay, simplificando sensiblemente el intercambio internacional de documentos, favoreciendo a los ciudadanos uruguayos en el exterior a la hora de lograr la validez de los documentos públicos en el extranjero, así como de aquellos procedentes de otras naciones para que puedan tener efectos jurídicos en Uruguay.",Dirección General para Asuntos Consulares y Vinculación del Ministerio de Relaciones Exteriores (MRREE),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,17,0,c. high,3,0,1,1,0,0,0,0,0,0,0,New,2,Minor,1,Clear,2012,Oct-12,1,d. Complete,4,d. Complete,4,0,on schedule,0,0,0,0,None: Abandon co,1,1
958,1,Uruguay,18. Comprobante electrónico fiscal,"Nuevo régimen de documentación de operaciones, por medio de comprobantes fiscales electrónicos (CFE). Permite sustituir la documentación en papel por documentación electrónica. Un CFE es un documento digital generado y firmado electrónicamente que tiene la misma validez legal y tributaria que la factura y otros documentos generados en papel. Los organismos involucrados son: Ministerio de Economía y Finanzas, Dirección General de Impositiva. Para el 2014 se espera contar con Facturas y Tickets electrónicos disponibles para todas las empresas nacionales.","Ministerio de Economía y Finanzas, y Dirección General de Impositiva",None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,18,0,c. high,3,1,1,1,1,0,1,0,1,1,1,New,2,Transformative,3,Clear,Aug-12,2014,0,c. Substantial,3,d. Complete,4,1,behind schedule,1,1,1,1,Further work on basic implementation,1,1
NR,2,Uruguay,1.1.Fortalecimiento de la cultura de la Participación Ciudadana en Uruguay,"Difundir, promover y poner a disposición de toda la ciudadanía la información sobre 
todos los ámbitos de participación ciudadana ya existentes en Uruguay, informar sus 
características y las mejores prácticas al respecto fomentando su replicación.
Metas:
 Publicación del catálogo nacional de ámbitos de 
Participación Ciudadana en Uruguay. Junio 2015
 Publicación de un calendario público de actividades 
de participación ciudadana. Diciembre 2015
 Publicación de un documento de Casos de Éxito y 
Buenas Practicas sobre Participación Ciudadana en 
Uruguay. Diciembre 2015
",Presidencia de la República y AGESIC,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,1.2.Gobierno Abierto: un asunto de todos y de todas ,"Difundir la iniciativa de Gobierno Abierto en los organismos del Estado y crear 
condiciones para su construcción conjunta, que incorpore la cooperación entre Estado y 
Sociedad Civil en nuestro país.
El presente proyecto es coordinado por AGESIC y cuenta con la coparticipación de otros 
actores: MRREE, UAIP, MEF, INE, OPP, ICP, RGA
Metas:
 Realización de una Mesa de Diálogo en torno a 
temas vinculados a transparencia, rendición de 
cuentas y anticorrupción.
Diciembre 2014
 2 Talleres de Sensibilización y Capacitación de 
Gobierno Abierto dirigido a mandos medios y altos 
de la Administración Pública
Junio 2015
 Desarrollar la revisión de los procesos y 
competencias del Grupo de Trabajo de Gobierno 
Abierto para elevar a autoridades correspondientes.
Marzo 2015
 Desarrollar un plan de difusión del Plan de Gobierno 
Abierto y sus iniciativas Diciembre 2014
",AGESIC,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,1.3.Fondos de Gobierno Abierto ,"Fomentar la innovación y la participación de los organismos del Estado, desarrolladores y 
ciudadanos en general para crear nuevas soluciones tecnológicas que aporten al 
Gobierno Abierto (DateIdea2014).
Metas:
 Realización del nuevo proceso de gestión de ideas y 
necesidades y del concurso DateIdea 2014 en 
formato Hackathon.
Setiembre 2014
 Selección de 5 iniciativas para desarrollar a través 
de fondos de Gobierno Abierto Diciembre 2014 
 Implementación de los proyectos finalizados",AGESIC,None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,1.4.e-Colaboración ciudadana: Tramites.gub.uy,"Establecer un espacio permanente de e-participación y e-colaboración con la ciudadanía, que permitan tener una retroalimentación y proceso de mejora continua respecto a la información sobre trámites y servicios que es brindada por el Estado a través del portal tramites.gub.uy
Metas:
 Campaña de difusión masiva a toda la ciudadanía para que conozcan Tramites.gub.uy y sus funcionalidades.Marzo 2015
 Proceso de e-Colaboración de Tramites.gub.uy establecido, contemplando la retroalimentación con los organismos de la Administración y la publicación a la ciudadanía de los resultados de ejecución del proceso de e-Colaboración en trámites.gub.uy Mayo 2015
",AGESIC,None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,"2.1.Acciones afirmativas para la población afrodescendiente: 
transparencia y rendición de cuentas ","Transparentar y rendir cuentas del proceso de implementación de la Ley Nro. 19.122 sobre Normas para favorecer la participación de afrodescendientes en las áreas educativa y laboral de 9 de setiembre de 2013.
Metas:
 Implementación de una estrategia de comunicación sobre los derechos de la población afrodescendiente. Junio 2015
 Rendición de cuentas de la implementación de la Ley Nro 19.122 sobre Normas para favorecer la participación de afrodescendientes en las áreas 
educativa y laboral de 9 de setiembre de 2013. Diciembre 2015
",MIDES,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,"2.2.Plan de mejoras en las instancias de participación ciudadana y el 
vínculo con la ciudadanía a través de las Mesas Interinstitucionales 
de Políticas Sociales públicas","Facilitar el intercambio de información de las políticas sociales del gobierno nacional, 
departamental y la ciudadanía
Promover el vínculo entre las Mesas Interinstitucionales de Políticas Sociales públicas 
(MIPS) y Sociedad Civil organizada en todos los departamentos del país, así como 
incorporar herramientas tecnológicas para mejorar los canales de comunicación y 
participación.
Metas:
 Realización de 17 talleres de intercambio sobre vínculo Estado-Sociedad Civil con las MIPS 
departamentales , 6 lanzamientos Públicos de Agendas Estratégicas Departamentales y 16 
encuentros departamentales entre MIPS y Sociedad Civil Organizada. Diciembre 2015
 Implementación de un sitio web que permita la difusión de la información de las instancias de  diálogo con las organizaciones de Sociedad Civil, así como intercambios de propuestas. Diciembre 2015
",MIDES,None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,2.3.Programa de Desarrollo Urbano “Barrio de las Artes”,"Estructurar un proceso colectivo orientado a la construcción del futuro Barrio de las Artes, con un enfoque profesional e innovador en la intersección de la prospectiva y la gestión cultural. Difundir nacional e internacionalmente las innovaciones generadas dentro del Programa de Desarrollo Territorial y Prospectiva Barrio de las Artes.
Metas:
 Realización de los talleres de Formación y Acción Prospectiva / Barrio de las Artes 2034 articulando los intereses y voluntades de los agentes de orden cultural, social y comercial presentes en el barrio, tanto públicos como privados. Noviembre 2014
 Elaboración del Primer plan Estratégico de Desarrollo y Ordenamiento Territorial para el Barrio 
de las Artes acordado con agentes de orden cultural,social y comercial, públicos y privados y del sistema 
de indicadores de impacto y evolución, para la evaluación y monitoreo del Barrio de las Artes. Diciembre 2015
",Municipio B de Montevideo,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,2.4.Sistema de Diálogo y Consulta,"Democratizar la política exterior procurando
- Más diálogo con la ciudadanía a través de la convocatoria a ámbitos de participación 
colectiva, el uso de herramientas de e-participación y la realización de plenarios con 
los referentes institucionales.
- Más consulta directa para una mejor incidencia de Sociedad Civil, a través del aporte 
ante agendas temáticas específicas de política exterior, con acceso a información 
sustantiva.
- Seguimiento y confección de una agenda común.
Metas:
 Puesta en producción del Sistema de Diálogo de Consultas, incluyendo tanto los componentes tecnológicos como los procesos internos que sustentan el proyecto. Diciembre 2015
",MRREE,None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Uruguay,"3.1.Promoción y difusión del Derecho de Acceso a la Información 
Pública","Desarrollar y ejecutar un plan para la difusión y promoción del uso del derecho de acceso a la información pública que fomente su ejercicio por parte de distintos grupos sociales y de un mayor número de personas. Dicho plan fue acordado en la Primer Mesa de Diálogo 
“Gobierno Abierto y Acceso a la Información Pública” incorporando la visión de Sociedad Civil y el Estado. Generar un ámbito de discusión para proponer mejoras a la Ley de Acceso a la Información Pública.
Metas:
 Puesta en marcha del proyecto “Queremos Saber”, mediante el cual niños, niñas y adolescentes preguntan y piden información al Estado en línea. Junio 2015
 Curso de capacitación sobre el Derecho de Acceso a la Información Pública, diseñado y ejecutado con participación de Sociedad Civil y la academia, orientado a funcionarios estatales, académicos y activistas de Sociedad Civil. Diciembre 2014
 Realización de una campaña de sensibilización sobre el derecho a la información pública: “Movida Ciudadana”. Octubre 2014
 Redes de replicación - Desarrollar acuerdos con otros organismos del Estado para formar replicadores que difundan y capaciten a los ciudadanos acerca del derecho a la información pública en los ciudadanos: Centros MEC, Espacios Ceibal, ENAP. Diciembre 2015
 Crear un repositorio único con los datos en formato abierto de los correos de los referentes de Transparencia de los organismos del Estado. Diciembre 2014
 Realizar una Conferencia sobre Información Pública organizada en conjunto con las organizaciones de Sociedad Civil. Mayo 2015
 Convocar al Consejo Consultivo de la UAIP a fin de reflexionar y generar una serie de propuestas para mejorar la Ley de Acceso a la Información Pública y su institucionalidad. Marzo – Mayo 2015",UAIP,None specified,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
